        1	2025-01-14 10:55:36	2	0	1	0
        1	2025-01-14 11:03:56	2	0	1	0
        1	2025-01-14 11:11:14	2	0	1	0
        1	2025-01-14 11:11:17	2	0	1	0
        1	2025-01-14 11:11:24	2	0	1	0
        1	2025-01-14 11:26:02	2	0	1	0
        1	2025-01-14 11:26:06	2	0	1	0
        1	2025-01-14 11:26:08	2	0	1	0
        1	2025-01-14 11:26:16	2	0	1	0
        1	2025-01-14 11:46:44	2	0	1	0
        1	2025-01-14 11:46:49	2	0	1	0
        1	2025-01-14 11:46:54	2	0	1	0
        2	2025-01-14 11:48:34	2	0	1	0
        2	2025-01-14 11:48:42	2	0	1	0
        2	2025-01-14 11:48:46	2	0	1	0
        2	2025-01-15 19:09:30	2	0	1	0
        6	2025-01-16 07:59:15	2	0	1	0
        7	2025-01-16 07:59:27	2	0	1	0
        5	2025-01-16 08:18:54	2	0	1	0
        3	2025-01-16 08:29:40	2	0	1	0
        4	2025-01-16 08:40:13	2	0	1	0
        4	2025-01-16 08:40:20	2	0	1	0
        2	2025-01-16 08:47:39	2	0	1	0
        1	2025-01-18 08:01:09	2	0	1	0
        5	2025-01-18 08:19:19	2	0	1	0
        6	2025-01-18 08:20:48	2	0	1	0
        3	2025-01-18 08:26:51	2	0	1	0
        2	2025-01-18 08:48:07	2	0	1	0
        4	2025-01-18 08:48:58	2	0	1	0
        6	2025-01-18 17:10:10	2	0	1	0
        2	2025-01-18 18:11:29	2	0	1	0
        3	2025-01-18 19:03:34	2	0	1	0
        4	2025-01-18 20:37:04	2	0	1	0
        4	2025-01-19 07:43:56	2	0	1	0
        9	2025-01-19 08:17:10	2	0	1	0
        5	2025-01-19 08:20:31	2	0	1	0
        3	2025-01-19 08:23:24	2	0	1	0
       10	2025-01-19 08:26:09	2	0	1	0
        6	2025-01-19 08:32:42	2	0	1	0
        2	2025-01-19 09:47:14	2	0	1	0
        3	2025-01-19 17:11:44	2	0	1	0
        2	2025-01-19 18:46:07	2	0	1	0
        4	2025-01-19 18:47:02	2	0	1	0
       10	2025-01-19 18:51:59	2	0	1	0
        4	2025-01-20 07:24:42	2	0	1	0
        1	2025-01-20 08:02:45	2	0	1	0
        6	2025-01-20 08:12:22	2	0	1	0
       10	2025-01-20 08:12:38	2	0	1	0
        5	2025-01-20 08:26:19	2	0	1	0
        3	2025-01-20 08:27:01	2	0	1	0
        9	2025-01-20 08:49:10	2	0	1	0
        3	2025-01-20 17:23:18	2	0	1	0
       10	2025-01-20 17:23:38	2	0	1	0
        9	2025-01-20 17:23:51	2	0	1	0
        4	2025-01-20 18:19:22	2	0	1	0
        4	2025-01-21 07:21:46	2	0	1	0
        6	2025-01-21 08:14:02	2	0	1	0
        9	2025-01-21 08:14:10	2	0	1	0
       10	2025-01-21 08:16:04	2	0	1	0
        5	2025-01-21 08:25:58	2	0	1	0
        3	2025-01-21 08:29:31	2	0	1	0
        2	2025-01-21 08:55:51	2	0	1	0
        3	2025-01-21 17:01:57	2	0	1	0
        2	2025-01-21 17:03:12	2	0	1	0
        6	2025-01-21 21:01:28	2	0	1	0
       10	2025-01-21 21:01:47	2	0	1	0
        5	2025-01-21 21:02:16	2	0	1	0
        9	2025-01-21 21:02:34	2	0	1	0
        4	2025-01-21 21:04:33	2	0	1	0
        4	2025-01-22 07:19:52	2	0	1	0
        6	2025-01-22 08:15:58	2	0	1	0
       10	2025-01-22 08:16:34	2	0	1	0
        3	2025-01-22 08:21:58	2	0	1	0
        5	2025-01-22 08:25:49	2	0	1	0
        9	2025-01-22 08:30:43	2	0	1	0
        6	2025-01-22 19:18:32	2	0	1	0
       10	2025-01-22 19:38:40	2	0	1	0
        9	2025-01-22 19:38:52	2	0	1	0
        3	2025-01-22 19:39:39	2	0	1	0
        4	2025-01-22 19:47:46	2	0	1	0
        4	2025-01-23 07:30:26	2	0	1	0
        6	2025-01-23 08:10:57	2	0	1	0
        3	2025-01-23 08:23:21	2	0	1	0
       10	2025-01-23 08:23:54	2	0	1	0
        9	2025-01-23 08:26:14	2	0	1	0
        5	2025-01-23 08:33:32	2	0	1	0
        3	2025-01-23 17:54:47	2	0	1	0
        9	2025-01-23 17:55:14	2	0	1	0
       10	2025-01-23 17:59:28	2	0	1	0
        4	2025-01-23 20:53:05	2	0	1	0
        1	2025-01-23 20:53:13	2	0	1	0
        4	2025-01-25 07:41:01	2	0	1	0
       10	2025-01-25 07:52:12	2	0	1	0
        9	2025-01-25 08:00:05	2	0	1	0
       11	2025-01-25 08:11:44	2	0	1	0
        3	2025-01-25 08:26:12	2	0	1	0
        5	2025-01-25 08:33:47	2	0	1	0
        3	2025-01-25 10:53:30	2	0	1	0
        5	2025-01-25 19:25:19	2	0	1	0
       11	2025-01-25 19:29:02	2	0	1	0
        4	2025-01-25 19:29:52	2	0	1	0
       10	2025-01-25 19:29:59	2	0	1	0
        9	2025-01-25 19:30:30	2	0	1	0
        4	2025-01-26 07:50:42	2	0	1	0
        9	2025-01-26 07:53:35	2	0	1	0
       10	2025-01-26 07:56:26	2	0	1	0
        5	2025-01-26 08:10:49	2	0	1	0
        3	2025-01-26 08:35:01	2	0	1	0
       11	2025-01-26 08:53:13	2	0	1	0
        3	2025-01-26 17:06:08	2	0	1	0
        9	2025-01-26 17:53:28	2	0	1	0
       11	2025-01-26 17:53:39	2	0	1	0
       10	2025-01-26 17:53:55	2	0	1	0
        5	2025-01-26 18:07:23	2	0	1	0
        4	2025-01-26 18:07:53	2	0	1	0
        4	2025-01-27 07:15:22	2	0	1	0
       10	2025-01-27 07:47:32	2	0	1	0
       11	2025-01-27 08:09:15	2	0	1	0
        5	2025-01-27 08:17:33	2	0	1	0
        6	2025-01-27 08:23:18	2	0	1	0
        3	2025-01-27 08:24:50	2	0	1	0
        9	2025-01-27 08:32:18	2	0	1	0
        5	2025-01-27 17:08:11	2	0	1	0
        9	2025-01-27 17:12:33	2	0	1	0
       10	2025-01-27 17:12:59	2	0	1	0
        3	2025-01-27 17:25:38	2	0	1	0
        4	2025-01-27 17:33:54	2	0	1	0
        4	2025-01-28 07:08:01	2	0	1	0
       10	2025-01-28 07:43:56	2	0	1	0
       11	2025-01-28 08:03:47	2	0	1	0
        9	2025-01-28 08:21:26	2	0	1	0
        6	2025-01-28 08:21:29	2	0	1	0
        3	2025-01-28 08:27:29	2	0	1	0
        9	2025-01-28 18:03:28	2	0	1	0
       11	2025-01-28 20:45:12	2	0	1	0
        3	2025-01-28 20:45:23	2	0	1	0
       10	2025-01-28 20:45:44	2	0	1	0
        4	2025-01-28 20:46:27	2	0	1	0
        4	2025-01-29 07:43:47	2	0	1	0
       10	2025-01-29 07:44:04	2	0	1	0
       11	2025-01-29 08:03:41	2	0	1	0
        6	2025-01-29 08:13:12	2	0	1	0
        9	2025-01-29 08:13:26	2	0	1	0
        3	2025-01-29 08:26:06	2	0	1	0
        5	2025-01-29 08:39:46	2	0	1	0
        5	2025-01-29 17:10:23	2	0	1	0
       11	2025-01-29 17:17:33	2	0	1	0
        9	2025-01-29 20:11:12	2	0	1	0
       10	2025-01-29 20:14:45	2	0	1	0
        6	2025-01-29 20:15:10	2	0	1	0
        3	2025-01-29 20:15:44	2	0	1	0
        4	2025-01-29 20:15:51	2	0	1	0
       10	2025-01-30 07:37:34	2	0	1	0
        4	2025-01-30 07:38:21	2	0	1	0
        9	2025-01-30 07:52:11	2	0	1	0
        3	2025-01-30 07:56:25	2	0	1	0
       11	2025-01-30 08:07:00	2	0	1	0
        6	2025-01-30 08:28:40	2	0	1	0
        5	2025-01-30 08:37:45	2	0	1	0
        4	2025-01-30 20:05:44	2	0	1	0
        4	2025-02-01 07:45:44	2	0	1	0
       10	2025-02-01 08:04:13	2	0	1	0
        3	2025-02-01 08:04:58	2	0	1	0
       11	2025-02-01 08:05:32	2	0	1	0
        6	2025-02-01 08:15:09	2	0	1	0
        5	2025-02-01 08:32:33	2	0	1	0
        3	2025-02-01 17:12:28	2	0	1	0
        6	2025-02-01 18:02:03	2	0	1	0
       11	2025-02-01 18:05:19	2	0	1	0
       10	2025-02-01 18:08:02	2	0	1	0
        6	2025-02-01 18:13:05	2	0	1	0
        4	2025-02-01 18:25:04	2	0	1	0
        4	2025-02-02 07:12:24	2	0	1	0
       10	2025-02-02 07:51:19	2	0	1	0
        9	2025-02-02 07:51:52	2	0	1	0
        3	2025-02-02 07:59:10	2	0	1	0
        6	2025-02-02 08:02:53	2	0	1	0
       11	2025-02-02 08:17:37	2	0	1	0
       10	2025-02-02 17:13:36	2	0	1	0
        9	2025-02-02 17:14:35	2	0	1	0
       11	2025-02-02 17:16:54	2	0	1	0
        2	2025-02-02 17:24:45	2	0	1	0
        6	2025-02-02 17:55:38	2	0	1	0
        4	2025-02-02 20:25:19	2	0	1	0
        4	2025-02-03 07:20:41	2	0	1	0
        9	2025-02-03 07:45:45	2	0	1	0
        3	2025-02-03 07:57:31	2	0	1	0
       13	2025-02-03 07:57:37	2	0	1	0
       11	2025-02-03 08:02:00	2	0	1	0
       12	2025-02-03 08:02:34	2	0	1	0
        6	2025-02-03 08:06:05	2	0	1	0
       10	2025-02-03 08:09:31	2	0	1	0
